Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
2022-04-03 23:21:29,2022-04-05 00:26:03,UTC-04:00,2022-04-04 15:56:52,2022-04-04 17:58:45,121,Lacrosse,12.4,812.0,159,126,13,55,32,0,0,false,,,
2022-04-01 00:22:10,2022-04-02 02:14:55,UTC-04:00,2022-04-01 15:56:21,2022-04-01 18:37:37,161,Lacrosse,14.8,1285.0,162,133,4,40,53,3,0,false,,,
2022-03-30 23:34:01,2022-04-01 00:22:10,UTC-04:00,2022-03-31 17:30:45,2022-03-31 19:52:22,141,Lacrosse,10.0,589.0,153,109,28,39,13,0,0,false,,,
2022-03-30 00:42:33,2022-03-30 23:34:01,UTC-04:00,2022-03-30 14:20:08,2022-03-30 16:36:42,136,Lacrosse,12.2,802.0,160,122,23,56,20,1,0,false,,,
2022-03-29 01:01:45,2022-03-30 00:42:33,UTC-04:00,2022-03-29 15:59:26,2022-03-29 18:14:17,134,Lacrosse,13.9,998.0,165,130,11,32,45,8,0,false,,,
2022-03-28 00:30:00,2022-03-29 01:01:45,UTC-04:00,2022-03-28 17:18:06,2022-03-28 19:24:33,126,Lacrosse,14.1,1030.0,173,134,7,34,52,7,0,false,,,
2022-03-26 02:27:41,2022-03-26 23:50:00,UTC-04:00,2022-03-26 17:48:30,2022-03-26 19:19:54,91,Lacrosse,12.4,740.0,157,134,0,44,54,2,0,false,,,
2022-03-26 02:27:41,2022-03-26 23:50:00,UTC-04:00,2022-03-26 12:57:13,2022-03-26 15:31:56,154,Lacrosse,14.3,1153.0,160,131,11,36,50,3,0,false,,,
2022-03-18 01:03:40,2022-03-19 02:27:41,UTC-04:00,2022-03-18 17:30:00,2022-03-18 19:30:00,120,Lacrosse,13.3,880.0,168,132,7,44,40,9,0,false,,,
2022-03-18 01:03:40,2022-03-19 02:27:41,UTC-04:00,2022-03-18 09:53:09,2022-03-18 11:43:13,110,Lacrosse,12.7,749.0,169,127,13,30,41,7,0,false,,,
2022-03-17 01:42:53,2022-03-18 01:03:40,UTC-04:00,2022-03-17 17:52:48,2022-03-17 19:50:52,118,Lacrosse,14.3,957.0,175,135,9,35,39,17,0,false,,,
2022-03-17 01:42:53,2022-03-18 01:03:40,UTC-04:00,2022-03-17 14:00:00,2022-03-17 15:00:00,60,Lacrosse,10.8,461.0,168,133,9,41,32,18,0,false,,,
2022-03-17 01:42:53,2022-03-18 01:03:40,UTC-04:00,2022-03-17 09:34:17,2022-03-17 11:11:28,97,Lacrosse,12.4,713.0,168,131,12,36,43,9,0,false,,,
2022-03-16 00:37:26,2022-03-17 01:42:53,UTC-04:00,2022-03-16 14:27:54,2022-03-16 16:21:12,113,Lacrosse,12.4,708.0,162,124,27,34,29,8,0,false,,,
2022-03-16 00:37:26,2022-03-17 01:42:53,UTC-04:00,2022-03-16 09:19:20,2022-03-16 11:30:20,130,Lacrosse,13.7,916.0,174,128,20,41,30,8,0,false,,,
2022-03-15 02:46:24,2022-03-15 23:37:26,UTC-05:00,2022-03-15 17:37:41,2022-03-15 19:36:00,118,Lacrosse,13.0,797.0,167,124,20,36,28,8,0,false,,,
2022-03-15 02:46:24,2022-03-15 23:37:26,UTC-05:00,2022-03-15 13:02:42,2022-03-15 15:38:33,155,Lacrosse,14.4,1078.0,172,126,17,41,23,13,0,false,,,
2022-03-15 02:46:24,2022-03-15 23:37:26,UTC-05:00,2022-03-15 07:56:40,2022-03-15 09:50:03,113,Lacrosse,13.8,851.0,172,129,6,26,36,15,0,false,,,
2022-03-07 23:10:28,2022-03-08 23:10:28,UTC-07:00,2022-03-08 12:30:00,2022-03-08 14:50:00,140,Skiing,9.4,498.0,165,109,60,25,5,1,0,false,,,
2022-03-03 00:20:39,2022-03-04 01:42:50,UTC-05:00,2022-03-03 17:14:09,2022-03-03 18:39:53,85,Lacrosse,10.1,512.0,162,121,18,38,33,1,0,false,,,
2022-03-02 02:23:41,2022-03-03 00:20:39,UTC-05:00,2022-03-02 15:54:17,2022-03-02 16:56:20,62,Lacrosse,11.7,554.0,161,135,8,9,77,3,0,false,,,
2022-03-01 01:41:50,2022-03-02 02:23:41,UTC-05:00,2022-03-01 16:45:00,2022-03-01 18:00:00,75,Lacrosse,10.8,508.0,161,124,17,39,29,8,0,false,,,
2022-03-01 01:41:50,2022-03-02 02:23:41,UTC-05:00,2022-03-01 14:40:15,2022-03-01 15:55:34,75,Functional Fitness,8.3,350.0,160,112,33,36,14,2,0,false,,,
2022-02-28 01:23:02,2022-03-01 01:41:50,UTC-05:00,2022-02-28 17:44:19,2022-02-28 19:04:31,80,Lacrosse,14.6,897.0,171,147,0,7,63,30,0,false,,,
2022-02-28 01:23:02,2022-03-01 01:41:50,UTC-05:00,2022-02-28 13:51:06,2022-02-28 15:10:31,79,Functional Fitness,9.2,369.0,178,113,42,37,4,5,1,false,,,
2022-02-25 00:05:55,2022-02-25 23:51:43,UTC-05:00,2022-02-25 20:29:19,2022-02-25 21:14:12,44,Basketball,11.9,475.0,175,146,0,15,53,32,0,false,,,
2022-02-25 00:05:55,2022-02-25 23:51:43,UTC-05:00,2022-02-25 15:00:00,2022-02-25 16:50:00,110,Functional Fitness,7.1,311.0,159,105,50,17,7,1,0,false,,,
2022-02-24 00:49:03,2022-02-25 00:05:55,UTC-05:00,2022-02-24 15:00:37,2022-02-24 16:14:51,74,Functional Fitness,7.4,295.0,158,114,53,35,11,0,0,false,,,
2022-02-23 00:36:28,2022-02-24 00:49:03,UTC-05:00,2022-02-23 12:48:17,2022-02-23 14:26:50,98,Functional Fitness,5.9,228.0,165,103,51,19,3,1,0,false,,,
2022-02-23 00:36:28,2022-02-24 00:49:03,UTC-05:00,2022-02-23 07:00:16,2022-02-23 07:47:21,47,Lacrosse,7.5,262.0,156,124,24,24,44,1,0,false,,,
2022-02-22 01:09:05,2022-02-23 00:36:28,UTC-05:00,2022-02-22 13:59:43,2022-02-22 16:13:50,134,Functional Fitness,10.1,566.0,167,121,28,49,17,5,0,false,,,
2022-02-21 00:15:52,2022-02-22 01:09:05,UTC-05:00,2022-02-21 13:06:03,2022-02-21 14:55:50,109,Functional Fitness,7.9,383.0,167,113,41,33,12,3,0,false,,,
2022-02-19 01:11:21,2022-02-20 01:18:29,UTC-05:00,2022-02-19 13:08:42,2022-02-19 14:27:25,78,Functional Fitness,7.1,250.0,166,109,64,14,7,4,0,false,,,
2022-02-18 00:57:24,2022-02-19 01:11:21,UTC-05:00,2022-02-18 14:26:13,2022-02-18 15:58:00,91,Functional Fitness,10.5,543.0,171,123,20,57,19,4,0,false,,,
2022-02-17 01:16:13,2022-02-18 00:57:24,UTC-05:00,2022-02-17 17:15:44,2022-02-17 17:47:23,31,Basketball,9.5,308.0,164,141,7,16,46,31,0,false,,,
2022-02-13 00:00:40,2022-02-13 23:51:53,UTC-05:00,2022-02-13 11:11:54,2022-02-13 12:08:40,56,Lacrosse,10.6,469.0,168,135,4,37,48,11,0,false,,,
2022-02-11 00:38:05,2022-02-12 02:38:52,UTC-05:00,2022-02-11 20:45:00,2022-02-11 21:30:00,45,Basketball,12.7,483.0,180,145,0,40,26,26,8,false,,,
2022-02-11 00:38:05,2022-02-12 02:38:52,UTC-05:00,2022-02-11 14:43:46,2022-02-11 17:05:09,141,Functional Fitness,11.9,727.0,165,118,38,42,16,2,0,false,,,
2022-02-10 00:56:29,2022-02-11 00:38:05,UTC-05:00,2022-02-10 14:12:27,2022-02-10 15:45:55,93,Functional Fitness,9.6,399.0,175,114,54,24,7,8,0,false,,,
2022-02-08 23:58:28,2022-02-10 00:56:29,UTC-05:00,2022-02-09 12:14:12,2022-02-09 13:57:32,103,Functional Fitness,12.4,694.0,165,126,23,36,28,11,0,false,,,
2022-02-07 23:37:36,2022-02-08 23:58:28,UTC-05:00,2022-02-08 14:16:09,2022-02-08 15:55:01,98,Functional Fitness,10.9,557.0,172,122,23,58,11,8,0,false,,,
2022-02-06 01:18:44,2022-02-06 23:45:40,UTC-05:00,2022-02-06 10:53:03,2022-02-06 13:09:42,136,Lacrosse,15.4,1188.0,177,134,9,27,48,13,0,false,,,
2021-12-26 03:37:13,2021-12-27 05:08:23,UTC-05:00,2021-12-26 13:00:00,2021-12-26 15:05:00,125,Weightlifting,12.3,819.0,150,124,11,69,20,0,0,false,,,
2021-12-23 04:07:54,2021-12-24 03:21:51,UTC-05:00,2021-12-23 18:41:41,2021-12-23 19:50:22,68,Weightlifting,7.6,322.0,150,114,35,54,5,0,0,false,,,
2021-12-22 05:45:36,2021-12-23 04:07:54,UTC-05:00,2021-12-22 15:41:29,2021-12-22 16:46:58,65,Weightlifting,7.9,345.0,144,117,28,64,7,0,0,false,,,
2021-08-12 02:08:29,2021-08-13 00:58:29,UTC-04:00,2021-08-12 14:53:43,2021-08-12 17:45:59,172,Functional Fitness,8.3,447.0,178,98,36,12,4,1,0,false,,,
2021-08-11 00:58:29,2021-08-12 02:08:29,UTC-04:00,2021-08-11 18:09:13,2021-08-11 19:00:04,50,Functional Fitness,11.9,506.0,174,143,3,9,57,31,0,false,,,
2021-08-11 00:58:29,2021-08-12 02:08:29,UTC-04:00,2021-08-11 12:52:47,2021-08-11 14:12:28,79,Functional Fitness,15.7,894.0,181,149,5,11,30,45,9,false,,,
2021-08-10 01:47:11,2021-08-11 00:58:29,UTC-04:00,2021-08-10 12:25:00,2021-08-10 12:40:00,15,Swimming,5.0,88.0,138,122,11,84,5,0,0,false,,,
2021-08-10 01:47:11,2021-08-11 00:58:29,UTC-04:00,2021-08-10 11:20:00,2021-08-10 11:46:00,26,Running,10.4,283.0,183,147,3,22,25,36,14,false,,,
2021-08-09 01:00:19,2021-08-10 01:47:11,UTC-04:00,2021-08-09 15:28:12,2021-08-09 16:46:58,78,Weightlifting,5.9,206.0,148,102,56,22,0,0,0,false,,,
2021-08-07 01:44:00,2021-08-08 00:20:26,UTC-04:00,2021-08-07 19:57:25,2021-08-07 20:32:26,35,Pickleball,9.1,313.0,163,137,2,31,52,15,0,false,,,
2021-08-07 01:44:00,2021-08-08 00:20:26,UTC-04:00,2021-08-07 11:55:59,2021-08-07 12:29:50,33,Functional Fitness,10.1,317.0,172,139,9,21,20,47,0,false,,,
2021-08-04 02:03:05,2021-08-05 01:24:15,UTC-04:00,2021-08-04 17:10:59,2021-08-04 20:23:08,192,Lacrosse,16.1,1243.0,177,118,9,10,19,24,0,false,,,
2021-08-02 01:42:55,2021-08-03 01:31:10,UTC-04:00,2021-08-02 15:30:00,2021-08-02 16:42:00,72,Functional Fitness,6.0,211.0,141,105,53,30,0,0,0,false,,,
2021-07-31 23:32:35,2021-08-02 01:42:55,UTC-04:00,2021-08-01 20:49:46,2021-08-01 21:29:08,39,Functional Fitness,10.5,401.0,175,144,0,10,68,22,0,false,,,
2021-07-31 23:32:35,2021-08-02 01:42:55,UTC-04:00,2021-08-01 14:25:00,2021-08-01 16:25:00,120,Functional Fitness,16.0,1133.0,177,143,1,24,39,30,1,false,,,
2021-07-31 02:28:39,2021-07-31 23:32:35,UTC-04:00,2021-07-31 14:30:00,2021-07-31 15:50:00,80,Functional Fitness,7.4,316.0,143,112,41,50,3,0,0,false,,,
2021-07-29 00:27:08,2021-07-30 00:22:51,UTC-04:00,2021-07-29 15:04:48,2021-07-29 15:42:02,37,Functional Fitness,9.3,344.0,169,140,1,19,61,19,0,false,,,
2021-07-27 01:14:02,2021-07-28 01:02:35,UTC-04:00,2021-07-27 22:05:05,2021-07-27 23:31:17,86,Functional Fitness,13.5,799.0,173,138,2,21,58,18,0,false,,,
2021-07-27 01:14:02,2021-07-28 01:02:35,UTC-04:00,2021-07-27 17:19:12,2021-07-27 17:56:51,37,Functional Fitness,10.7,398.0,175,145,0,5,73,22,0,false,,,
2021-07-24 23:39:40,2021-07-26 00:49:27,UTC-04:00,2021-07-25 14:33:56,2021-07-25 15:48:38,74,Functional Fitness,7.4,310.0,149,114,39,55,5,0,0,false,,,
2021-07-24 00:20:13,2021-07-24 23:39:40,UTC-04:00,2021-07-24 20:17:59,2021-07-24 21:21:16,63,Functional Fitness,8.1,340.0,161,119,33,56,10,1,0,false,,,
2021-07-23 01:40:51,2021-07-24 00:20:13,UTC-04:00,2021-07-23 17:25:54,2021-07-23 18:59:12,93,Functional Fitness,8.4,408.0,146,113,44,50,4,0,0,false,,,
2021-07-22 01:06:52,2021-07-23 01:40:51,UTC-04:00,2021-07-22 18:22:33,2021-07-22 19:22:43,60,Activity,9.0,393.0,161,125,17,56,26,1,0,false,,,
2021-07-22 01:06:52,2021-07-23 01:40:51,UTC-04:00,2021-07-22 16:59:50,2021-07-22 18:06:58,67,Activity,9.4,429.0,163,124,19,52,27,1,0,false,,,
2021-07-22 01:06:52,2021-07-23 01:40:51,UTC-04:00,2021-07-22 12:00:00,2021-07-22 13:16:00,76,Functional Fitness,7.2,311.0,143,111,37,52,2,0,0,false,,,
2021-07-21 00:49:48,2021-07-22 01:06:52,UTC-04:00,2021-07-21 17:46:52,2021-07-21 19:30:57,104,Lacrosse,15.2,762.0,188,125,17,5,10,26,9,false,,,
2021-07-21 00:49:48,2021-07-22 01:06:52,UTC-04:00,2021-07-21 16:43:59,2021-07-21 17:46:24,62,Functional Fitness,7.1,272.0,150,115,42,53,5,0,0,false,,,
2021-07-20 01:35:23,2021-07-21 00:49:48,UTC-04:00,2021-07-20 18:00:00,2021-07-20 19:30:00,90,Functional Fitness,8.2,383.0,146,113,55,42,3,0,0,false,,,
2021-07-20 01:35:23,2021-07-21 00:49:48,UTC-04:00,2021-07-20 12:14:39,2021-07-20 12:41:14,26,Football,9.4,282.0,170,144,1,21,37,41,0,false,,,
2021-07-20 01:35:23,2021-07-21 00:49:48,UTC-04:00,2021-07-20 10:35:38,2021-07-20 11:05:20,29,Activity,11.9,377.0,179,155,0,3,24,69,4,false,,,
2021-07-19 01:07:53,2021-07-20 01:35:23,UTC-04:00,2021-07-19 14:27:59,2021-07-19 16:19:06,111,Functional Fitness,10.5,515.0,178,114,44,39,9,2,0,false,,,
2021-07-18 01:04:38,2021-07-19 01:07:53,UTC-04:00,2021-07-18 14:39:43,2021-07-18 16:01:38,81,Functional Fitness,10.3,505.0,168,122,19,52,21,3,0,false,,,
2021-07-16 23:37:27,2021-07-18 01:04:38,UTC-04:00,2021-07-17 16:18:36,2021-07-17 17:30:41,72,Weightlifting,11.5,589.0,180,132,4,53,37,5,1,false,,,
2021-07-16 23:37:27,2021-07-18 01:04:38,UTC-04:00,2021-07-17 14:54:41,2021-07-17 15:44:15,49,Functional Fitness,10.0,428.0,167,134,1,50,37,12,0,false,,,
2021-07-16 23:37:27,2021-07-18 01:04:38,UTC-04:00,2021-07-17 12:21:08,2021-07-17 13:21:45,60,Functional Fitness,9.3,428.0,166,127,9,56,33,2,0,false,,,
2021-06-15 02:13:48,2021-06-16 02:56:10,UTC-04:00,2021-06-15 13:18:01,2021-06-15 13:58:08,40,Activity,8.9,322.0,165,132,10,20,50,14,0,false,,,
2021-06-12 02:52:21,2021-06-13 02:05:55,UTC-04:00,2021-06-12 12:15:00,2021-06-12 13:56:00,101,Functional Fitness,9.5,483.0,171,115,33,45,10,3,0,false,,,
2021-06-11 03:15:52,2021-06-12 02:52:21,UTC-04:00,2021-06-11 19:00:00,2021-06-11 20:50:00,110,Weightlifting,7.6,392.0,154,107,30,45,4,0,0,false,,,
2021-06-07 00:44:23,2021-06-08 01:15:34,UTC-04:00,2021-06-07 18:13:11,2021-06-07 19:01:03,47,Activity,9.1,382.0,161,129,4,41,47,5,0,false,,,
2021-06-07 00:44:23,2021-06-08 01:15:34,UTC-04:00,2021-06-07 11:26:00,2021-06-07 12:00:00,34,Running,,,,,0,0,0,0,0,false,,,
2021-06-06 02:22:01,2021-06-07 00:44:23,UTC-04:00,2021-06-06 20:15:20,2021-06-06 20:46:25,31,Activity,9.0,316.0,164,140,0,17,76,7,0,false,,,
2021-06-04 02:34:43,2021-06-05 02:24:03,UTC-04:00,2021-06-04 18:06:48,2021-06-04 19:06:52,60,Activity,11.6,546.0,166,136,4,34,48,14,0,false,,,
2021-06-04 02:34:43,2021-06-05 02:24:03,UTC-04:00,2021-06-04 16:22:39,2021-06-04 17:35:20,72,Activity,9.1,446.0,163,122,19,55,23,1,0,false,,,
2021-04-04 00:11:02,2021-04-05 00:11:02,UTC-05:00,2021-04-04 12:26:31,2021-04-04 13:46:17,79,Lacrosse,,,,,,,,,,false,,,
2021-04-02 00:10:17,2021-04-03 00:10:17,UTC-05:00,2021-04-02 18:23:55,2021-04-02 19:38:37,74,Activity,17.6,1059.0,191,161,0,6,19,44,31,false,,,
2021-03-10 01:55:52,2021-03-11 00:30:08,UTC-05:00,2021-03-10 16:31:00,2021-03-10 17:51:25,80,Weightlifting,6.4,251.0,143,108,58,34,0,0,0,false,,,
2021-03-09 00:54:06,2021-03-10 01:55:52,UTC-05:00,2021-03-09 15:21:04,2021-03-09 16:45:23,84,Weightlifting,7.6,339.0,171,111,36,46,5,2,0,false,,,
2021-03-08 00:49:34,2021-03-09 00:54:06,UTC-05:00,2021-03-08 18:39:41,2021-03-08 19:23:04,43,Activity,10.0,387.0,173,137,2,35,48,15,0,false,,,
2021-03-08 00:49:34,2021-03-09 00:54:06,UTC-05:00,2021-03-08 14:42:23,2021-03-08 16:42:21,119,Functional Fitness,5.2,227.0,141,96,50,9,0,0,0,false,,,
2021-03-07 01:14:42,2021-03-08 00:49:34,UTC-05:00,2021-03-07 14:29:46,2021-03-07 16:19:29,109,Functional Fitness,6.9,325.0,145,106,57,26,4,0,0,false,,,
2021-03-06 01:20:48,2021-03-07 01:14:42,UTC-05:00,2021-03-06 12:32:03,2021-03-06 14:30:36,118,Functional Fitness,13.2,805.0,180,126,17,45,18,14,2,false,,,
2021-03-05 00:12:23,2021-03-06 01:20:48,UTC-05:00,2021-03-05 12:54:08,2021-03-05 14:10:07,75,Functional Fitness,9.2,379.0,178,117,33,38,9,8,2,false,,,
2021-03-04 01:12:52,2021-03-05 00:12:23,UTC-05:00,2021-03-04 14:14:14,2021-03-04 16:53:37,159,Functional Fitness,12.7,836.0,180,118,26,33,23,3,1,false,,,
2021-03-03 00:33:05,2021-03-04 01:12:52,UTC-05:00,2021-03-03 13:36:39,2021-03-03 16:25:47,169,Functional Fitness,13.7,950.0,184,122,31,46,13,6,3,false,,,
2021-03-02 00:11:34,2021-03-03 00:33:05,UTC-05:00,2021-03-02 13:25:12,2021-03-02 15:08:47,103,Functional Fitness,12.2,639.0,187,124,23,52,12,9,3,false,,,
2021-03-01 01:33:49,2021-03-02 00:11:34,UTC-05:00,2021-03-01 15:41:02,2021-03-01 17:48:04,127,Functional Fitness,11.8,649.0,177,118,30,42,11,9,0,false,,,
2021-02-28 02:40:17,2021-03-01 01:33:49,UTC-05:00,2021-02-28 13:19:08,2021-02-28 15:02:15,103,Functional Fitness,9.9,512.0,165,119,40,33,25,2,0,false,,,
2021-02-27 00:56:38,2021-02-28 02:40:17,UTC-05:00,2021-02-27 19:49:52,2021-02-27 20:35:33,45,Activity,9.4,337.0,173,130,17,35,24,23,0,false,,,
2021-02-25 23:55:52,2021-02-27 00:56:38,UTC-05:00,2021-02-26 13:18:52,2021-02-26 15:49:42,150,Functional Fitness,14.8,1098.0,187,130,16,42,24,15,3,false,,,
2021-02-24 23:37:57,2021-02-25 23:55:52,UTC-05:00,2021-02-25 15:11:18,2021-02-25 16:59:19,108,Functional Fitness,13.0,689.0,184,126,24,46,13,12,5,false,,,
2021-02-24 00:05:09,2021-02-24 23:37:57,UTC-05:00,2021-02-24 13:53:27,2021-02-24 16:45:33,172,Functional Fitness,13.7,975.0,177,122,29,41,16,9,1,false,,,
2021-02-23 01:02:35,2021-02-24 00:05:09,UTC-05:00,2021-02-23 14:07:27,2021-02-23 16:08:38,121,Functional Fitness,12.8,660.0,182,117,32,14,16,12,3,false,,,
2021-02-21 01:52:17,2021-02-22 01:37:59,UTC-05:00,2021-02-21 12:10:09,2021-02-21 12:55:34,45,Functional Fitness,12.3,501.0,183,148,1,10,50,28,11,false,,,
2021-02-20 01:06:31,2021-02-21 01:52:17,UTC-05:00,2021-02-20 12:52:37,2021-02-20 15:29:30,156,Functional Fitness,14.7,1056.0,185,128,19,44,22,10,4,false,,,
2021-02-19 00:00:00,2021-02-20 01:06:31,UTC-05:00,2021-02-19 13:09:33,2021-02-19 15:12:22,122,Functional Fitness,14.9,1049.0,184,131,11,49,25,10,5,false,,,
