Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
2024-07-24 23:40:28,2024-07-25 23:24:41,UTC-04:00,2024-07-25 15:54:22,2024-07-25 16:37:30,43,Running,11.4,455.0,168,143,1,20,47,32,0,true,5436.58,217.21,1.97
2024-07-23 22:59:05,2024-07-24 23:40:28,UTC-04:00,2024-07-24 15:40:43,2024-07-24 16:06:40,25,Running,10.3,311.0,171,150,0,10,35,55,0,true,3931.41,112.66,-6.19
2024-07-22 23:12:25,2024-07-23 22:59:05,UTC-04:00,2024-07-23 15:58:57,2024-07-23 16:33:03,34,Running,13.2,466.0,179,159,0,4,22,64,10,false,5118.21,160.18,-31.68
2024-07-19 22:29:12,2024-07-20 23:29:32,UTC-04:00,2024-07-20 06:27:00,2024-07-20 06:52:29,25,Activity,9.1,263.0,183,143,5,23,32,36,4,false,,,
2024-07-19 00:56:42,2024-07-19 22:29:12,UTC-04:00,2024-07-19 15:03:00,2024-07-19 15:20:59,17,Manual Labor,4.5,55.0,143,107,63,29,0,0,0,false,,,
2024-07-11 22:48:00,2024-07-12 22:32:14,UTC-04:00,2024-07-12 06:04:30,2024-07-12 07:20:59,76,Manual Labor,8.3,385.0,156,119,30,43,24,0,0,false,,,
2024-07-11 00:02:16,2024-07-11 22:48:00,UTC-04:00,2024-07-11 06:49:30,2024-07-11 07:35:59,46,Manual Labor,9.4,404.0,172,137,1,28,66,5,0,false,,,
2024-07-09 23:09:00,2024-07-11 00:02:16,UTC-04:00,2024-07-10 14:45:00,2024-07-10 15:47:59,62,Manual Labor,8.1,377.0,148,124,9,83,8,0,0,false,,,
2024-07-07 00:46:53,2024-07-08 01:43:13,UTC-06:00,2024-07-07 11:48:00,2024-07-07 12:02:59,14,Activity,4.6,56.0,149,112,59,34,7,0,0,false,,,
2024-07-04 00:16:36,2024-07-05 01:11:47,UTC-06:00,2024-07-04 16:09:00,2024-07-04 16:59:59,50,Activity,11.2,476.0,176,139,3,32,36,29,0,false,,,
2024-07-04 00:16:36,2024-07-05 01:11:47,UTC-06:00,2024-07-04 11:37:30,2024-07-04 13:14:59,97,Running,14.8,978.0,171,142,3,24,44,29,0,false,,,
2024-07-01 22:17:26,2024-07-03 00:09:50,UTC-06:00,2024-07-02 07:25:30,2024-07-02 08:01:29,35,HIIT,8.7,300.0,170,134,11,28,41,20,0,false,,,
2024-07-01 00:07:23,2024-07-01 22:17:26,UTC-06:00,2024-07-01 10:36:00,2024-07-01 11:31:29,55,Activity,11.3,428.0,176,131,34,25,14,27,0,false,,,
2024-06-30 00:09:14,2024-07-01 00:07:23,UTC-06:00,2024-06-30 13:39:00,2024-06-30 14:19:29,40,Activity,9.6,387.0,170,140,0,19,77,4,0,false,,,
2024-06-30 00:09:14,2024-07-01 00:07:23,UTC-06:00,2024-06-30 10:42:00,2024-06-30 11:38:59,56,Running,14.0,653.0,177,149,3,19,26,51,1,false,,,
2024-06-20 22:23:59,2024-06-21 22:44:42,UTC-04:00,2024-06-21 15:16:30,2024-06-21 17:26:59,130,Manual Labor,10.1,616.0,153,117,35,60,5,0,0,false,,,
2024-06-18 22:59:14,2024-06-19 22:08:34,UTC-04:00,2024-06-19 14:35:00,2024-06-19 15:11:00,36,Walking,5.1,107.0,127,108,79,18,0,0,0,false,,,
2024-06-16 22:54:42,2024-06-17 22:57:40,UTC-04:00,2024-06-17 15:00:00,2024-06-17 16:35:59,95,Running,15.5,1062.0,175,147,0,18,43,39,0,false,,,
2024-06-12 22:41:32,2024-06-13 21:49:41,UTC-04:00,2024-06-13 14:40:30,2024-06-13 15:28:29,47,Running,12.3,534.0,172,147,0,13,56,31,0,false,,,
2024-06-11 21:42:21,2024-06-12 22:41:32,UTC-04:00,2024-06-12 15:28:30,2024-06-12 16:19:29,50,Running,10.7,474.0,162,137,1,27,64,7,0,false,,,
2024-06-06 21:15:39,2024-06-07 22:10:00,UTC-04:00,2024-06-07 17:34:30,2024-06-07 18:19:29,44,Running,11.0,459.0,168,143,0,17,65,18,0,false,,,
2024-06-05 23:38:18,2024-06-06 21:15:39,UTC-04:00,2024-06-06 13:58:30,2024-06-06 15:22:29,83,Running,13.0,800.0,164,140,0,17,82,1,0,false,,,
2024-06-03 23:05:51,2024-06-04 22:27:05,UTC-04:00,2024-06-04 15:25:30,2024-06-04 16:07:29,41,Running,12.1,459.0,177,147,1,22,30,46,1,false,,,
2024-06-01 22:31:49,2024-06-02 22:43:10,UTC-04:00,2024-06-02 10:58:30,2024-06-02 11:43:29,44,Hiking,11.1,443.0,171,141,8,18,43,31,0,false,,,
2024-05-31 22:03:25,2024-06-01 22:31:49,UTC-04:00,2024-06-01 12:18:00,2024-06-01 13:10:29,52,Activity,12.5,566.0,177,145,0,13,57,29,0,false,,,
2024-05-29 22:07:52,2024-05-30 22:12:55,UTC-04:00,2024-05-30 14:28:30,2024-05-30 15:13:29,44,Lacrosse,7.5,296.0,157,126,5,67,27,0,0,false,,,
2024-05-28 22:51:04,2024-05-29 22:07:52,UTC-04:00,2024-05-29 15:00:00,2024-05-29 15:33:56,33,Hiking,9.9,358.0,170,145,0,7,71,22,0,false,,,
2024-05-19 23:04:19,2024-05-20 22:45:58,UTC-04:00,2024-05-20 15:07:30,2024-05-20 15:38:12,30,Hiking,13.0,418.0,184,158,3,7,12,61,17,false,,,
2024-05-11 04:09:19,2024-05-12 01:41:48,UTC-04:00,2024-05-11 14:33:00,2024-05-11 15:29:59,56,Lacrosse,8.3,344.0,162,121,24,51,18,1,0,false,,,
2024-05-05 23:14:13,2024-05-06 23:58:04,UTC-05:00,2024-05-06 08:48:00,2024-05-06 09:46:29,58,Lacrosse,11.7,555.0,169,138,1,37,48,14,0,false,,,
2024-05-05 01:57:36,2024-05-05 23:14:13,UTC-05:00,2024-05-05 12:43:30,2024-05-05 13:53:59,70,Lacrosse,10.6,530.0,158,128,17,38,45,0,0,false,,,
2024-05-03 03:32:33,2024-05-05 02:57:36,UTC-04:00,2024-05-03 17:34:30,2024-05-03 18:53:34,79,Basketball,14.2,822.0,173,142,9,11,54,26,0,false,,,
2024-05-02 03:19:53,2024-05-03 03:32:33,UTC-04:00,2024-05-02 19:28:30,2024-05-02 21:08:59,100,Lacrosse,12.7,790.0,161,130,15,30,55,0,0,false,,,
2024-04-28 02:34:30,2024-04-29 01:55:39,UTC-04:00,2024-04-28 14:57:00,2024-04-28 16:02:59,65,Lacrosse,11.8,588.0,162,135,3,40,48,9,0,false,,,
2024-04-27 02:29:58,2024-04-28 02:34:30,UTC-04:00,2024-04-27 17:42:00,2024-04-27 18:47:59,65,Lacrosse,11.4,587.0,162,135,2,34,62,2,0,false,,,
2024-04-27 02:29:58,2024-04-28 02:34:30,UTC-04:00,2024-04-27 16:09:00,2024-04-27 16:56:59,47,Lacrosse,11.9,504.0,168,143,6,15,58,21,0,false,,,
2024-04-26 02:56:21,2024-04-27 02:29:58,UTC-04:00,2024-04-26 15:07:30,2024-04-26 15:26:59,19,Golf,5.2,105.0,145,118,45,48,7,0,0,false,,,
2024-04-25 02:44:18,2024-04-26 02:56:21,UTC-04:00,2024-04-25 19:21:00,2024-04-25 20:29:59,68,Lacrosse,11.3,569.0,165,132,8,48,38,6,0,false,,,
2024-04-23 02:29:17,2024-04-24 00:48:24,UTC-04:00,2024-04-23 19:28:30,2024-04-23 21:10:29,101,Lacrosse,14.0,938.0,174,136,4,28,52,13,0,false,,,
2024-04-20 03:14:41,2024-04-21 03:19:32,UTC-04:00,2024-04-20 16:12:00,2024-04-20 19:05:59,173,Lacrosse,14.6,1263.0,162,127,17,38,41,1,0,false,,,
2024-04-19 03:03:32,2024-04-20 03:14:41,UTC-04:00,2024-04-19 23:06:00,2024-04-19 23:26:59,20,Activity,5.0,86.0,144,111,46,31,8,0,0,false,,,
2024-04-19 03:03:32,2024-04-20 03:14:41,UTC-04:00,2024-04-19 19:52:30,2024-04-19 21:05:59,73,Lacrosse,10.1,513.0,161,125,11,55,31,0,0,false,,,
2024-04-19 03:03:32,2024-04-20 03:14:41,UTC-04:00,2024-04-19 18:07:30,2024-04-19 19:25:29,77,Lacrosse,11.8,625.0,162,131,19,27,52,2,0,false,,,
2024-04-18 02:08:41,2024-04-19 03:03:32,UTC-04:00,2024-04-18 11:40:30,2024-04-18 12:43:29,62,Lacrosse,8.4,374.0,152,120,29,55,16,0,0,false,,,
2024-04-17 01:49:23,2024-04-18 02:08:41,UTC-04:00,2024-04-17 19:24:00,2024-04-17 21:14:59,110,Lacrosse,13.7,906.0,168,131,16,31,44,8,0,false,,,
2024-04-15 02:46:15,2024-04-16 01:03:57,UTC-04:00,2024-04-15 19:30:00,2024-04-15 21:47:59,137,Lacrosse,14.6,1139.0,179,132,11,39,43,7,0,false,,,
2024-04-15 02:46:15,2024-04-16 01:03:57,UTC-04:00,2024-04-15 16:42:00,2024-04-15 17:11:59,29,Activity,7.8,255.0,160,133,9,34,55,2,0,false,,,
2024-04-13 01:27:37,2024-04-14 01:39:24,UTC-04:00,2024-04-13 17:04:30,2024-04-13 20:26:59,202,Lacrosse,14.4,1217.0,160,121,40,26,30,1,0,false,,,
2024-04-11 03:11:21,2024-04-12 00:47:11,UTC-04:00,2024-04-11 19:18:00,2024-04-11 21:17:59,119,Lacrosse,14.0,1000.0,170,132,9,39,42,10,0,false,,,
2024-04-09 01:40:53,2024-04-10 00:56:14,UTC-04:00,2024-04-09 18:24:00,2024-04-09 18:59:59,35,Lacrosse,8.0,288.0,153,131,10,39,51,0,0,false,,,
2024-04-07 03:33:45,2024-04-08 02:19:47,UTC-04:00,2024-04-07 16:00:00,2024-04-07 17:08:59,68,Lacrosse,12.0,583.0,164,133,15,18,56,7,0,false,,,
2024-04-06 03:08:52,2024-04-07 03:33:45,UTC-04:00,2024-04-06 17:30:00,2024-04-06 18:38:59,68,Lacrosse,12.7,677.0,165,140,0,27,63,10,0,false,,,
2024-04-04 01:40:21,2024-04-05 02:02:30,UTC-04:00,2024-04-04 19:12:00,2024-04-04 20:29:59,77,Lacrosse,12.1,663.0,159,133,4,39,56,1,0,false,,,
2024-04-02 01:46:01,2024-04-03 02:00:30,UTC-04:00,2024-04-02 16:39:00,2024-04-02 17:08:59,29,Activity,9.1,303.0,191,141,3,15,66,12,4,false,,,
2024-04-01 01:11:58,2024-04-02 01:46:01,UTC-04:00,2024-04-01 19:25:30,2024-04-01 21:43:29,137,Lacrosse,14.6,1163.0,170,133,6,51,37,6,0,false,,,
2024-03-31 01:44:07,2024-04-01 01:11:58,UTC-04:00,2024-03-31 12:10:30,2024-03-31 12:56:59,46,Activity,9.2,384.0,169,132,3,53,42,2,0,false,,,
2024-03-28 02:45:03,2024-03-29 03:02:23,UTC-04:00,2024-03-28 20:46:30,2024-03-28 22:10:29,83,Lacrosse,12.3,694.0,165,132,11,38,46,5,0,false,,,
2024-03-26 01:51:33,2024-03-27 01:47:47,UTC-04:00,2024-03-26 20:57:00,2024-03-26 22:43:29,106,Lacrosse,14.6,1031.0,170,139,4,22,65,9,0,false,,,
2024-03-23 02:31:24,2024-03-24 00:37:31,UTC-04:00,2024-03-23 13:21:00,2024-03-23 13:53:59,32,Lacrosse,6.5,202.0,154,121,29,47,24,0,0,false,,,
2024-03-23 02:31:24,2024-03-24 00:37:31,UTC-04:00,2024-03-23 11:21:00,2024-03-23 12:13:29,52,Lacrosse,9.5,390.0,161,127,25,26,46,3,0,false,,,
2024-03-20 02:19:09,2024-03-21 01:36:57,UTC-04:00,2024-03-20 19:28:30,2024-03-20 21:13:29,104,Lacrosse,13.9,933.0,170,135,11,29,51,9,0,false,,,
2024-03-18 01:59:46,2024-03-19 02:18:38,UTC-04:00,2024-03-18 19:28:30,2024-03-18 21:13:29,104,Lacrosse,13.9,969.0,161,136,1,35,61,3,0,false,,,
2024-03-16 02:41:26,2024-03-17 02:24:10,UTC-04:00,2024-03-16 12:18:00,2024-03-16 12:59:59,41,Activity,10.0,379.0,169,136,8,36,48,8,0,false,,,
2024-03-16 02:41:26,2024-03-17 02:24:10,UTC-04:00,2024-03-16 10:04:30,2024-03-16 11:04:29,59,Lacrosse,12.1,592.0,162,140,1,21,70,8,0,false,,,
2024-03-14 03:45:41,2024-03-15 01:11:58,UTC-04:00,2024-03-14 19:28:30,2024-03-14 21:11:59,103,Lacrosse,13.3,872.0,165,132,8,40,48,4,0,false,,,
2024-03-12 04:11:59,2024-03-13 03:43:42,UTC-04:00,2024-03-12 19:30:00,2024-03-12 21:11:59,101,Lacrosse,13.9,954.0,164,137,3,27,63,7,0,false,,,
2024-03-04 00:17:38,2024-03-05 00:26:48,UTC-07:00,2024-03-04 10:13:30,2024-03-04 11:56:59,103,Lacrosse,11.6,707.0,164,126,13,54,28,2,0,false,,,
2024-03-03 00:26:15,2024-03-04 00:17:38,UTC-07:00,2024-03-03 14:03:00,2024-03-03 15:07:29,64,Lacrosse,8.7,398.0,150,123,18,57,24,0,0,false,,,
2024-03-03 00:26:15,2024-03-04 00:17:38,UTC-07:00,2024-03-03 12:07:30,2024-03-03 13:43:29,95,Lacrosse,13.3,820.0,170,135,9,34,46,11,0,false,,,
2024-03-02 01:47:51,2024-03-03 00:26:15,UTC-07:00,2024-03-02 15:33:00,2024-03-02 16:28:29,55,Lacrosse,9.7,401.0,171,128,20,48,19,13,0,false,,,
2024-03-02 01:47:51,2024-03-03 00:26:15,UTC-07:00,2024-03-02 13:58:30,2024-03-02 15:20:59,82,Lacrosse,12.1,670.0,168,132,8,36,49,6,0,false,,,
2024-02-28 02:02:48,2024-02-29 02:45:41,UTC-05:00,2024-02-28 19:30:00,2024-02-28 21:23:59,113,Lacrosse,12.5,784.0,174,126,21,43,32,4,0,false,,,
2024-02-26 03:23:04,2024-02-27 01:40:15,UTC-05:00,2024-02-26 19:30:00,2024-02-26 21:04:29,94,Lacrosse,14.1,931.0,167,141,2,23,56,19,0,false,,,
2024-02-24 02:34:53,2024-02-25 02:33:31,UTC-05:00,2024-02-24 12:04:30,2024-02-24 14:25:29,140,Lacrosse,16.9,1478.0,177,144,1,21,51,27,0,false,,,
2024-02-22 00:01:54,2024-02-23 00:46:11,UTC-05:00,2024-02-22 19:04:30,2024-02-22 21:02:59,118,Lacrosse,15.3,1169.0,172,141,2,24,54,20,0,false,,,
2024-02-20 00:10:25,2024-02-21 01:22:05,UTC-05:00,2024-02-20 19:28:30,2024-02-20 21:08:00,99,Lacrosse,14.0,950.0,165,139,1,26,63,10,0,false,,,
2024-02-18 00:13:14,2024-02-19 02:41:48,UTC-05:00,2024-02-18 16:04:30,2024-02-18 17:17:59,73,Lacrosse,10.9,564.0,171,129,9,52,35,4,0,false,,,
2024-02-18 00:13:14,2024-02-19 02:41:48,UTC-05:00,2024-02-18 13:54:00,2024-02-18 14:58:29,64,Lacrosse,9.4,438.0,156,125,18,54,26,0,0,false,,,
2024-02-17 03:32:40,2024-02-18 00:13:14,UTC-05:00,2024-02-17 17:57:00,2024-02-17 19:07:29,70,Activity,9.3,453.0,152,123,21,53,25,0,0,false,,,
2024-02-17 03:32:40,2024-02-18 00:13:14,UTC-05:00,2024-02-17 16:03:00,2024-02-17 17:10:29,67,Lacrosse,11.7,572.0,165,133,14,30,48,7,0,false,,,
2024-02-14 02:56:28,2024-02-15 01:52:34,UTC-05:00,2024-02-14 19:30:00,2024-02-14 21:14:59,104,Lacrosse,13.5,860.0,166,131,19,29,44,8,0,false,,,
2024-02-10 02:33:53,2024-02-11 01:10:46,UTC-05:00,2024-02-10 12:09:00,2024-02-10 14:05:59,116,Lacrosse,14.3,1062.0,165,136,3,35,59,3,0,false,,,
2024-02-08 02:13:25,2024-02-09 01:40:56,UTC-05:00,2024-02-08 19:24:00,2024-02-08 21:13:29,109,Lacrosse,14.2,966.0,171,135,7,43,38,12,0,false,,,
2024-02-06 02:39:46,2024-02-07 02:08:34,UTC-05:00,2024-02-06 19:31:30,2024-02-06 21:10:29,98,Lacrosse,13.0,835.0,164,133,3,47,48,2,0,false,,,
2024-02-04 02:30:03,2024-02-05 02:40:12,UTC-05:00,2024-02-04 13:45:00,2024-02-04 14:44:59,59,Activity,10.3,486.0,158,131,6,54,40,0,0,false,,,
2024-02-03 02:54:03,2024-02-04 02:30:03,UTC-05:00,2024-02-03 11:57:00,2024-02-03 14:07:29,130,Lacrosse,15.3,1268.0,166,139,1,25,71,3,0,false,,,
2024-01-31 01:59:39,2024-02-01 01:27:57,UTC-05:00,2024-01-31 19:31:30,2024-01-31 21:06:16,94,Lacrosse,13.1,809.0,165,133,6,46,41,7,0,false,,,
2024-01-29 02:14:06,2024-01-30 01:42:18,UTC-05:00,2024-01-29 19:30:00,2024-01-29 21:07:29,97,Lacrosse,13.4,844.0,170,134,4,38,47,10,0,false,,,
2024-01-27 03:44:05,2024-01-27 21:10:28,UTC-05:00,2024-01-27 12:06:00,2024-01-27 14:04:29,118,Lacrosse,11.9,716.0,167,121,31,43,22,2,0,false,,,
2024-01-26 03:16:10,2024-01-27 03:44:05,UTC-05:00,2024-01-27 03:03:00,2024-01-27 03:25:29,22,Activity,9.1,259.0,180,148,1,16,35,48,0,false,,,
2024-01-25 02:27:24,2024-01-26 03:16:10,UTC-05:00,2024-01-25 19:31:30,2024-01-25 21:14:59,103,Lacrosse,14.6,1013.0,175,140,3,24,63,10,0,false,,,
2024-01-23 01:53:43,2024-01-24 03:09:40,UTC-05:00,2024-01-23 19:19:30,2024-01-23 21:19:29,119,Lacrosse,14.9,1122.0,172,138,6,26,54,14,0,false,,,
2024-01-17 01:03:01,2024-01-18 00:55:50,UTC-05:00,2024-01-17 19:31:30,2024-01-17 21:11:59,100,Lacrosse,13.8,930.0,165,138,3,28,65,4,0,false,,,
2024-01-15 00:00:00,2024-01-16 01:00:05,UTC-05:00,2024-01-15 19:27:00,2024-01-15 21:22:29,115,Lacrosse,14.4,1054.0,162,137,5,33,57,5,0,false,,,
2024-01-11 01:13:45,2024-01-12 01:46:33,UTC-05:00,2024-01-11 19:12:00,2024-01-11 21:03:57,111,Lacrosse,15.5,1174.0,178,144,0,18,64,18,0,false,,,
2023-12-30 23:58:25,2024-01-01 00:03:16,UTC-07:00,2023-12-31 11:43:30,2023-12-31 12:42:13,58,Activity,9.8,441.0,170,130,4,65,22,9,0,false,,,
2023-12-20 04:09:46,2023-12-21 03:36:39,UTC+01:00,2023-12-20 15:06:00,2023-12-20 15:35:59,29,Weightlifting,5.5,129.0,144,113,57,37,5,0,0,false,,,
2023-12-15 03:53:18,2023-12-16 03:03:22,UTC+01:00,2023-12-15 11:22:08,2023-12-15 13:48:04,145,Functional Fitness,9.6,553.0,147,109,61,28,2,0,0,false,,,
2023-12-13 03:24:52,2023-12-14 11:33:14,UTC+01:00,2023-12-14 06:07:32,2023-12-14 07:48:31,100,Functional Fitness,11.2,619.0,171,121,24,53,16,4,0,false,,,
2023-12-13 03:24:52,2023-12-14 11:33:14,UTC+01:00,2023-12-13 14:48:30,2023-12-13 16:11:00,82,Weightlifting,9.8,509.0,151,122,26,53,18,0,0,false,,,
2023-12-12 01:20:49,2023-12-13 03:24:52,UTC+01:00,2023-12-12 11:26:51,2023-12-12 13:15:29,108,Functional Fitness,10.0,557.0,153,116,37,46,12,0,0,false,,,
2023-12-11 03:27:47,2023-12-12 01:20:49,UTC+01:00,2023-12-11 14:29:34,2023-12-11 16:15:47,106,Functional Fitness,9.7,505.0,157,115,46,37,12,0,0,false,,,
2023-12-10 03:58:01,2023-12-11 03:27:47,UTC+01:00,2023-12-10 17:02:24,2023-12-10 18:49:36,107,Functional Fitness,11.2,622.0,158,120,31,44,22,0,0,false,,,
2023-12-08 03:29:18,2023-12-09 02:36:45,UTC+01:00,2023-12-08 11:30:06,2023-12-08 13:33:29,123,Functional Fitness,9.2,501.0,144,111,53,34,5,0,0,false,,,
2023-12-07 01:40:38,2023-12-08 03:29:18,UTC+01:00,2023-12-07 11:23:10,2023-12-07 13:07:56,104,Functional Fitness,8.4,420.0,145,111,48,33,6,0,0,false,,,
2023-12-06 02:53:37,2023-12-07 01:40:38,UTC+01:00,2023-12-06 11:29:47,2023-12-06 13:49:09,139,Functional Fitness,5.9,274.0,131,99,63,6,0,0,0,false,,,
2023-12-05 02:48:47,2023-12-06 02:53:37,UTC+01:00,2023-12-05 11:16:47,2023-12-05 13:07:49,111,Functional Fitness,8.8,435.0,150,111,52,22,13,0,0,false,,,
2023-12-04 02:00:37,2023-12-05 02:48:47,UTC+01:00,2023-12-04 14:39:20,2023-12-04 16:28:01,108,Functional Fitness,9.8,488.0,157,114,51,19,20,0,0,false,,,
2023-12-02 02:32:41,2023-12-03 04:01:39,UTC+01:00,2023-12-02 17:05:53,2023-12-02 18:41:00,95,Functional Fitness,8.9,413.0,156,115,51,32,14,0,0,false,,,
2023-12-01 00:52:40,2023-12-02 02:32:41,UTC+01:00,2023-12-01 15:33:29,2023-12-01 16:41:26,67,Functional Fitness,6.5,249.0,144,110,46,37,5,0,0,false,,,
2023-11-30 01:37:18,2023-12-01 00:52:40,UTC+01:00,2023-11-30 11:19:01,2023-11-30 13:31:48,132,Functional Fitness,11.3,591.0,163,114,53,13,15,6,0,false,,,
2023-11-29 02:30:42,2023-11-30 01:37:18,UTC+01:00,2023-11-29 14:29:15,2023-11-29 16:01:39,92,Functional Fitness,11.8,606.0,173,126,29,40,20,11,0,false,,,
2023-11-28 01:25:50,2023-11-29 02:30:42,UTC+01:00,2023-11-28 11:19:24,2023-11-28 13:58:41,159,Functional Fitness,13.4,948.0,167,123,28,50,16,6,0,false,,,
2023-11-27 01:15:12,2023-11-28 01:25:50,UTC+01:00,2023-11-27 14:32:35,2023-11-27 16:25:56,113,Functional Fitness,11.5,640.0,160,120,40,32,22,3,0,false,,,
2023-11-25 01:57:07,2023-11-26 02:22:28,UTC+01:00,2023-11-25 12:10:30,2023-11-25 12:35:59,25,Weightlifting,5.3,109.0,151,113,55,31,11,0,0,false,,,
2023-11-23 02:50:40,2023-11-24 02:46:52,UTC+01:00,2023-11-23 11:21:02,2023-11-23 12:34:26,73,Functional Fitness,6.8,264.0,142,109,63,31,0,0,0,false,,,
2023-11-22 02:49:03,2023-11-23 02:50:40,UTC+01:00,2023-11-22 15:04:30,2023-11-22 16:09:00,64,Weightlifting,6.5,243.0,145,110,58,37,1,0,0,false,,,
2023-11-21 01:20:37,2023-11-22 02:49:03,UTC+01:00,2023-11-21 11:21:05,2023-11-21 13:19:59,118,Functional Fitness,10.9,595.0,156,115,43,21,24,0,0,false,,,
2023-11-18 02:04:56,2023-11-19 02:33:26,UTC+01:00,2023-11-18 16:57:21,2023-11-18 18:55:10,117,Functional Fitness,9.9,496.0,159,110,53,10,19,0,0,false,,,
2023-11-17 01:05:17,2023-11-18 02:04:56,UTC+01:00,2023-11-17 16:14:17,2023-11-17 17:50:02,95,Functional Fitness,6.6,265.0,131,104,72,16,0,0,0,false,,,
2023-11-16 01:17:13,2023-11-17 01:05:17,UTC+01:00,2023-11-16 11:44:57,2023-11-16 14:13:58,149,Functional Fitness,10.7,585.0,159,110,64,11,14,0,0,false,,,
2023-11-15 00:55:32,2023-11-16 01:17:13,UTC+01:00,2023-11-15 14:54:29,2023-11-15 16:34:08,99,Functional Fitness,9.6,475.0,171,115,51,37,7,3,0,false,,,
2023-11-14 03:17:46,2023-11-15 00:55:32,UTC+01:00,2023-11-14 12:31:36,2023-11-14 13:59:22,87,Functional Fitness,9.4,367.0,177,110,47,21,5,7,0,false,,,
2023-11-13 03:24:02,2023-11-14 03:17:46,UTC+01:00,2023-11-13 14:31:31,2023-11-13 16:56:17,144,Weightlifting,11.7,635.0,179,113,49,36,2,4,1,false,,,
2023-11-12 02:59:29,2023-11-13 03:24:02,UTC+01:00,2023-11-12 10:34:45,2023-11-12 12:48:54,134,Weightlifting,12.4,727.0,175,118,42,26,16,6,0,false,,,
2023-11-11 04:16:38,2023-11-12 02:59:29,UTC+01:00,2023-11-11 11:36:55,2023-11-11 13:32:11,115,Weightlifting,10.3,504.0,163,111,41,14,17,3,0,false,,,
2023-11-10 02:02:56,2023-11-11 04:16:38,UTC+01:00,2023-11-10 15:51:29,2023-11-10 18:11:55,140,Weightlifting,11.1,567.0,175,111,57,12,11,5,0,false,,,
2023-11-09 01:51:38,2023-11-10 02:02:56,UTC+01:00,2023-11-09 11:31:42,2023-11-09 14:16:51,165,Weightlifting,11.9,797.0,161,116,37,42,12,1,0,false,,,
2023-11-08 01:02:53,2023-11-09 01:51:38,UTC+01:00,2023-11-08 22:21:00,2023-11-08 22:41:59,20,Activity,11.5,304.0,191,163,0,0,14,57,29,false,,,
2023-11-07 02:58:26,2023-11-08 01:02:53,UTC+01:00,2023-11-07 11:21:07,2023-11-07 13:27:45,126,Weightlifting,10.6,518.0,162,111,55,7,18,3,0,false,,,
2023-11-06 02:40:14,2023-11-07 02:58:26,UTC+01:00,2023-11-06 14:54:48,2023-11-06 16:57:19,122,Weightlifting,12.1,613.0,184,118,58,16,18,3,2,false,,,
2023-11-05 04:20:18,2023-11-06 02:40:14,UTC+01:00,2023-11-05 11:30:19,2023-11-05 13:43:54,133,Weightlifting,11.8,586.0,182,114,56,15,13,4,1,false,,,
2023-11-04 03:59:07,2023-11-05 04:20:18,UTC+01:00,2023-11-04 11:56:19,2023-11-04 14:28:18,151,Weightlifting,8.0,423.0,140,105,63,22,0,0,0,false,,,
2023-11-03 01:35:42,2023-11-04 03:59:07,UTC+01:00,2023-11-03 15:52:08,2023-11-03 17:43:10,111,Weightlifting,12.7,665.0,176,123,35,44,8,12,0,false,,,
2023-11-02 01:25:40,2023-11-03 01:35:42,UTC+01:00,2023-11-02 12:49:02,2023-11-02 14:41:52,112,Weightlifting,10.9,554.0,169,117,54,22,18,3,0,false,,,
2023-11-01 01:11:09,2023-11-02 01:25:40,UTC+01:00,2023-11-01 10:52:56,2023-11-01 13:05:42,132,Weightlifting,12.7,691.0,181,119,55,22,15,5,1,false,,,
2023-10-31 02:15:03,2023-11-01 01:11:09,UTC+01:00,2023-10-31 13:22:41,2023-10-31 15:35:14,132,Weightlifting,10.8,584.0,173,115,54,28,12,2,0,false,,,
2023-10-30 02:23:03,2023-10-31 02:15:03,UTC+01:00,2023-10-30 14:27:42,2023-10-30 16:07:47,100,Weightlifting,9.5,409.0,173,112,52,20,10,5,0,false,,,
2023-10-25 02:06:44,2023-10-26 01:37:09,UTC+02:00,2023-10-25 17:15:00,2023-10-25 17:52:29,37,Activity,10.7,408.0,176,146,0,9,64,27,0,false,,,
2023-10-25 02:06:44,2023-10-26 01:37:09,UTC+02:00,2023-10-25 08:38:24,2023-10-25 10:00:43,82,Weightlifting,6.6,254.0,153,103,48,8,13,0,0,false,,,
2023-10-24 01:34:54,2023-10-25 02:06:44,UTC+02:00,2023-10-24 12:38:27,2023-10-24 13:41:59,63,Weightlifting,6.8,265.0,147,112,45,54,0,0,0,false,,,
2023-10-23 00:55:06,2023-10-24 01:34:54,UTC+02:00,2023-10-23 08:32:37,2023-10-23 10:12:58,100,Weightlifting,8.7,394.0,155,110,57,15,13,0,0,false,,,
2023-10-22 04:46:58,2023-10-23 00:55:06,UTC+02:00,2023-10-22 11:30:07,2023-10-22 13:33:14,123,Weightlifting,10.8,572.0,162,114,51,31,9,3,0,false,,,
2023-10-20 02:01:35,2023-10-21 04:24:26,UTC+02:00,2023-10-20 07:56:08,2023-10-20 09:50:55,114,Weightlifting,7.0,336.0,137,103,45,26,0,0,0,false,,,
